id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
895309,Heart of Pasadena Bungalow 1bd/1bth,219283,Katy,Other Cities,Pasadena,34.15816,-118.1414,Entire home/apt,230,30,29,2021-09-25,0.31,8,339,4,
898068,Historic Hollywood Bowl Hideaway,4791424,Sara,City of Los Angeles,Hollywood Hills,34.11321,-118.33149,Entire home/apt,105,30,99,2019-11-02,2.37,1,63,0,
898252,2 b/2bt Close to Rose Bowl and Old Town Pasadena,219283,Katy,Unincorporated Areas,Altadena,34.21181,-118.16425,Entire home/apt,219,3,11,2021-09-27,0.62,8,307,4,
898680,Walk to Venice Beach from a Designer Home,1261812,Janin,City of Los Angeles,Venice,33.9934,-118.47573,Entire home/apt,179,30,447,2019-12-03,4.50,8,0,0,
899872,Arts District Private Room 218,156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,42,2,12,2021-09-06,7.20,15,347,7,
899909,Arts District Private Room 202 (unfurnished),148358,Zack,City of Los Angeles,Downtown,34.04935,-118.23554,Private room,38,2,5,2021-03-07,0.06,3,338,1,
900567,Spacious One Bedroom For Rent,4809657,Carrie,City of Los Angeles,Palms,34.02675,-118.40067,Entire home/apt,106,30,29,2019-10-23,0.30,1,177,0,
900915,Cozy & Quiet Private Room Beverly Hills,3187019,Johnny & Ginny,Other Cities,West Hollywood,34.07688,-118.3854,Private room,107,30,14,2017-01-21,0.19,2,365,0,
902024,South Pasadena Studio Near Metro,4819292,Kristin & Richard,Other Cities,South Pasadena,34.1129,-118.15583,Entire home/apt,99,1,231,2021-10-07,3.01,2,148,24,
902788,"TWO COZY TWIN  BEDS (2 separate beds, share $cost)",4825732,Eva,Unincorporated Areas,Altadena,34.18314,-118.1522,Private room,70,3,49,2021-11-02,0.87,3,327,4,
904512,"Location, Light, and Open. Fresh Flowers and Wine.",2742925,Gina,Other Cities,Beverly Hills,34.08698,-118.39071,Entire home/apt,395,31,3,2013-07-13,0.05,1,0,0,
910914,Home by the beach,4887581,Peter,Other Cities,Long Beach,33.76606,-118.16676,Private room,52,2,200,2021-10-24,2.00,1,29,35,
913055,Woodland Hill/Warner Ctr. Retreat I,2006759,Cathy,City of Los Angeles,West Hills,34.19277,-118.63494,Entire home/apt,76,31,116,2021-06-20,1.53,3,285,2,
913270,Be at Work in the Hollywood Hills,4902248,Helen,City of Los Angeles,Hollywood Hills,34.13039,-118.34505,Private room,110,1,221,2020-01-31,2.41,2,79,0,HSR21-001447
915336,Venice Garden Retreat Guest House,4812255,Chris,City of Los Angeles,Venice,33.99932,-118.45371,Entire home/apt,183,3,198,2021-10-27,1.98,2,3,25,HSR19-003411
916821,MODERN LUXURY PENTHOUSE DECK & VIEW,4119851,Sean,City of Los Angeles,Hollywood,34.09962,-118.34291,Private room,55,30,19,2015-03-30,0.21,1,0,0,
917102,tiny room ECO Home 1 blk to Beach,1367620,Melodie,City of Los Angeles,Venice,33.9916,-118.47632,Private room,57,30,279,2021-04-18,3.14,5,308,2,
918920,Small furnished room in great area,4437933,Justin,Other Cities,Santa Monica,34.03042,-118.49498,Private room,62,30,0,,,2,95,0,
920895,Marina del Rey Bch 4 Bdrm Pnthous 7,2765569,Steven & Judy,City of Los Angeles,Venice,33.97539,-118.46153,Entire home/apt,325,31,27,2021-09-05,0.37,14,45,3,
921737,Hollywood FABULOUS+WEHO+2BDRM+4beds,1511369,D. Marilyn,City of Los Angeles,Hollywood,34.09192,-118.33974,Entire home/apt,117,30,169,2020-09-19,1.73,6,31,1,
921738,"Colorful & Light-Filled Stylish Retreat, Modern&Chill, Comfy Beds, 91 Walk Score",1511369,D. Marilyn,Other Cities,West Hollywood,34.09325,-118.35739,Private room,117,31,118,2020-09-09,1.14,6,151,0,
921800,Quiet guest suite in central LA. Super convenient!,4956771,Anne,City of Los Angeles,Mid-City,34.03956,-118.33178,Entire home/apt,99,2,85,2020-11-23,2.09,1,121,3,HSR19-004174
921828,Large Beach House - Great for families,66096,Andrew,Other Cities,Santa Monica,34.00025,-118.47771,Shared room,579,4,6,2021-07-09,0.09,1,24,1,228380
925303,Hollywood Hills Spacious Retreat,4977120,Bobby,City of Los Angeles,Hollywood Hills,34.11428,-118.3145,Entire home/apt,238,7,14,2021-10-21,0.14,1,349,1,HSR19-000931
926060,Boutique Suite with Outdoor Lounge,4105832,Adriana,City of Los Angeles,Hancock Park,34.07913,-118.33916,Private room,89,31,91,2021-07-22,0.99,3,364,2,
926181,Stroll Melrose Ave from a 1920s Spanish-Style Home,4105832,Adriana,City of Los Angeles,Hollywood,34.08485,-118.34257,Entire home/apt,399,31,94,2019-11-14,1.87,3,4,0,
928123,Private Guesthouse-Socially Distanced,247738,Dawn,Other Cities,Santa Monica,34.01179,-118.45921,Entire home/apt,155,2,302,2021-10-17,3.40,1,81,24,215414
929709,Hilarity Manor- Home to Comedians,4123343,Josh,City of Los Angeles,Highland Park,34.11041,-118.19896,Private room,68,30,18,2020-04-01,0.17,4,303,0,
932354,Artfully Designed Studio Cottage in Venice,2566215,Jo-Ann,City of Los Angeles,Venice,33.99376,-118.46169,Entire home/apt,240,3,307,2021-08-09,4.68,4,303,19,HSR19-003921
934139,Bedroom in Santa Monica Townhouse,5038295,Vera,Other Cities,Santa Monica,34.02582,-118.46326,Private room,70,2,59,2021-10-10,1.71,2,87,3,227920
934488,Modern Studio Loft + Roof Deck Steps from Beach,706094,Lisa,City of Los Angeles,Venice,33.98353,-118.4697,Entire home/apt,239,2,308,2021-10-23,4.59,1,29,41,HSR19-004339
934609,StayInLA | PRIVATE MELROSE UNIT ONE,969636,Matthew,City of Los Angeles,Hancock Park,34.08267,-118.34311,Entire home/apt,95,30,110,2021-07-31,1.82,9,259,2,
934688,PRIVATE ROOM (SINGLE) IN VENICE BEACH HOSTEL,1254174,Felix,City of Los Angeles,Venice,33.98887,-118.47356,Private room,73,30,2,2021-01-01,0.02,6,0,1,Exempt - This listing is a hotel or motel
937869,Gorgeous Views of Hills-PrivateRoom,5063938,Sheena,City of Los Angeles,Woodland Hills,34.14954,-118.5951,Private room,115,2,24,2021-09-26,0.24,2,90,2,HSR19-002458
939688,Malibu Beachfront Penthouse,5076940,Samir,Other Cities,Malibu,34.03309,-118.74573,Entire home/apt,1528,3,86,2021-09-05,0.99,1,76,15,STR20-0012
939739,Beautiful Guesthouse with pool/Jacuzzi in Mountain,5077586,Rachel,Unincorporated Areas,Topanga,34.08871,-118.59569,Entire home/apt,175,2,112,2021-10-25,1.70,1,330,29,
945240,Los Feliz Garden Oasis Home,5120025,Mark & Rita,City of Los Angeles,Los Feliz,34.11166,-118.28451,Entire home/apt,499,30,5,2014-09-02,0.05,1,0,0,
945586,Hollywood Villa. The best location!,5122857,Roland,City of Los Angeles,Hollywood Hills West,34.102474,-118.363663,Entire home/apt,1077,2,62,2021-10-24,0.61,1,63,8,HSR21-001229
945663,Casa Sycamore Pool + Gated Estate 2 Master Suites,5123369,Herbert,City of Los Angeles,Hancock Park,34.06461,-118.34185,Entire home/apt,704,5,6,2021-06-29,0.15,1,14,2,HSR19-005452
945759,Luxury Spanish Beach Home,1776981,Carrie,Other Cities,El Segundo,33.91857,-118.42108,Entire home/apt,349,30,23,2021-10-24,0.23,4,264,4,
947846,Sanctuary in Heart of Hollywood,4418650,Clara,City of Los Angeles,Hollywood,34.09782,-118.34075,Private room,130,30,0,,,1,365,0,
947993,Big custom wood 60s Trailer -WestLA,4150414,Adam,Other Cities,Culver City,33.99963,-118.42865,Entire home/apt,75,360,35,2016-01-18,0.48,2,365,0,
948999,Sunny Room in 50s Mid Mod Delight,3059666,Jean,Other Cities,Long Beach,33.83315,-118.18019,Private room,80,2,100,2021-10-24,2.67,6,271,17,NRP21-00164
950208,1927 Spanish Castle w/private bathroom & entrance,5154680,Kathy,City of Los Angeles,Beverly Grove,34.08044,-118.36695,Private room,70,30,86,2021-09-18,1.59,2,287,1,HSR19-002896
951044,Lil Zen Den Studio-Aussie-CentraLA,4743375,Rebekah The Aussie,City of Los Angeles,Arlington Heights,34.0375,-118.3253,Entire home/apt,88,30,323,2021-03-11,4.04,5,270,9,Exempt - This listing is a transient occupancy residential structure
951054,"Artists studio: Private w/bathroom 
I’m Aussie.",4743375,Rebekah The Aussie,City of Los Angeles,Arlington Heights,34.03905,-118.32636,Private room,88,30,43,2020-11-17,0.67,5,363,3,Exempt - This listing is a bed and breakfast
951058,French Cosy Rm-Aussie-Happy Energy,4743375,Rebekah The Aussie,City of Los Angeles,Arlington Heights,34.03858,-118.32636,Private room,88,30,245,2021-08-01,2.74,5,263,19,HSR19-003297
951515,Townhouse at the Beach,3041,Yoga Priestess,Other Cities,Santa Monica,34.00317,-118.47928,Entire home/apt,256,1,22,2021-10-08,0.21,2,308,9,228269
953817,Charming LA Home with pool,1305131,Lauren,City of Los Angeles,Atwater Village,34.11604,-118.26009,Private room,100,30,26,2019-11-23,0.32,3,155,0,
953971,In the heart of Beverly Hills,772567,Baba,Other Cities,Beverly Hills,34.06478,-118.39512,Entire home/apt,114,7,47,2021-10-17,0.46,1,338,7,
955634,Sunset Park 3 Bedroom 2 Bath,2765569,Steven & Judy,Other Cities,Santa Monica,34.02487,-118.45276,Entire home/apt,290,60,5,2018-10-01,0.07,14,277,0,
956258,Venice Beach Walk to Everything,1261812,Janin,City of Los Angeles,Venice,33.99713,-118.47036,Entire home/apt,110,30,304,2019-06-08,3.45,8,0,0,
958435,Architectural Masterpiece with Roof Deck,1795029,Ray,City of Los Angeles,Venice,33.98302,-118.46284,Entire home/apt,800,1,427,2021-10-20,5.27,1,110,61,HSR19-001562
959751,212 Exec Luxury View Apartment Nr UCLA On Westwood,3392276,Amir,City of Los Angeles,West Los Angeles,34.04944,-118.43734,Entire home/apt,99,30,68,2021-08-20,1.74,42,269,2,
960062,Los Angeles Area Rancho Equestrian.,5225817,Phyllis,Other Cities,Burbank,34.15707,-118.31684,Private room,85,1,480,2021-10-27,5.48,2,256,60,
960372,🏄‍♂️ Cozy Venice Beach Surf Pad on Canal,1458653,Lauren,City of Los Angeles,Venice,33.98267,-118.46868,Entire home/apt,200,30,124,2021-06-30,1.22,15,154,2,
961834,308 Lux Exec View Apartment Nr UCLA On Westwood Bl,3392276,Amir,City of Los Angeles,West Los Angeles,34.04858,-118.4343,Entire home/apt,67,30,48,2020-01-21,1.16,42,269,0,
961852,Paradise Hot Tub Tree House,3636235,Ari,City of Los Angeles,Silver Lake,34.08619,-118.26862,Entire home/apt,302,6,215,2021-08-18,5.11,1,9,16,HSR20-001652
962768,Spacious DTLA loft by LA Live!,4150414,Adam,City of Los Angeles,Downtown,34.04004,-118.26072,Entire home/apt,120,360,20,2020-02-15,0.19,2,365,0,
964803,Large Trendy 1 bdrm Condo in Silverlake,5260212,Swaga,City of Los Angeles,Silver Lake,34.10584,-118.25647,Entire home/apt,90,3,49,2021-10-24,0.63,1,8,7,HSR19-001543
967730,Large Mid Century West Hollywood,4380683,Court,Other Cities,West Hollywood,34.08181,-118.37183,Entire home/apt,279,7,5,2013-03-26,0.05,2,32,0,
967783,Touch of Big Sur near Venice Beach,5280356,Paul,City of Los Angeles,Mar Vista,34.002216,-118.432892,Private room,70,2,306,2021-10-26,3.50,3,23,6,HSR21-001142
969436,Loft-Style Guest House with Private pool/backyard.,5294171,Justin,City of Los Angeles,Sherman Oaks,34.14791,-118.46739,Entire home/apt,310,10,26,2021-07-06,0.87,2,129,14,HSR19-001379
970942,Entire Private 1 bd/1 ba Unit w/ Terrace + parking,6225275,Katie,City of Los Angeles,Beverly Grove,34.0699,-118.36905,Entire home/apt,205,30,35,2019-01-03,0.38,3,365,0,
971154,"Clean, Zen Entire Private exclusive top floor unit",6225275,Katie,City of Los Angeles,Beverly Grove,34.06987,-118.36887,Entire home/apt,249,31,49,2019-12-11,0.67,3,365,0,
973138,Long-term (31+ day) rental in a quiet building,5321003,Leah,Other Cities,West Hollywood,34.0865,-118.37237,Entire home/apt,140,31,7,2021-06-23,0.19,1,300,1,
973874,Private_Sanitary_Quiet_SafeGH_Top Area_Views_Patio,5326266,Fawn,City of Los Angeles,Hollywood Hills,34.13087,-118.34487,Entire home/apt,119,30,324,2020-10-20,3.71,1,339,0,HSR19-000006
975453,Chef Owned Guest Suite Prvt Studio w/own back yard,5335305,Todd,City of Los Angeles,Mid-City,34.0415,-118.33888,Entire home/apt,99,1,283,2021-10-18,4.47,1,134,64,HSR19-002799
975929,Zen House with Sauna and Spectacular Views,3608303,Veronica,City of Los Angeles,Hollywood Hills,34.12274,-118.35758,Entire home/apt,1150,3,36,2019-06-12,0.36,2,336,0,HSR19-004207
976067,February 20th,5340395,Carole,City of Los Angeles,Sawtelle,34.0265,-118.44157,Private room,50,180,0,,,1,0,0,
978130,WARNER BROTHER'S ESTATE GUEST HOUSE 1.3ACRES,10156476,Robert,Other Cities,Beverly Hills,34.08713,-118.41161,Entire home/apt,750,3,31,2021-05-31,0.38,8,346,3,
978823,Sleep 6✔ 2 Bedroom 2 Bath Parking +Wash &D,1270782,William,Other Cities,Long Beach,33.78985,-118.2037,Entire home/apt,217,5,38,2021-09-06,0.50,7,349,6,NRP21-00137
981534,2 Bed/2Bath on the beach,4075127,Kaesy,City of Los Angeles,Venice,33.99484,-118.48106,Entire home/apt,266,30,56,2020-12-19,0.63,1,359,1,
982128,Private Guesthouse Studio in Echo Park,5378411,Todd,City of Los Angeles,Echo Park,34.07619,-118.25415,Entire home/apt,85,30,62,2018-07-05,0.61,1,0,0,
982140,Cozy Historic Magical Apartment,2102596,Simon,Other Cities,West Hollywood,34.094,-118.34618,Entire home/apt,98,1,83,2015-03-24,0.93,2,0,0,
983537,Charming Apt. in West Hollywood,5390998,Stuart,City of Los Angeles,Fairfax,34.08085,-118.35932,Entire home/apt,140,30,0,,,1,363,0,
984743,Mid Century Hollywood Hills / Hollywood Sign,2400215,Paula,City of Los Angeles,Hollywood Hills,34.12793,-118.32083,Entire home/apt,285,2,115,2021-10-28,2.19,1,264,15,HSR21-000702
985864,DTLA Open Studio Loft w/Exposed Brick,5409892,V,City of Los Angeles,Downtown,34.04331,-118.25037,Entire home/apt,140,30,1,2013-06-15,0.01,1,57,0,
989831,Be my guest at newly remodeled home,5433968,Maryam,Other Cities,Agoura Hills,34.14855,-118.77098,Private room,59,5,56,2021-07-09,2.46,3,246,6,
990269,"LUXURY European Condominium -Pools, Spas, Tennis",5437715,Dee,City of Los Angeles,Winnetka,34.20204,-118.57122,Entire home/apt,181,30,69,2020-10-21,0.81,2,337,0,
990385,Arts District Private Room 201,156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,45,2,23,2021-10-17,0.28,15,346,3,
994791,"Near UCLA, Santa Monica College",5463897,Mona,City of Los Angeles,Palms,34.02517,-118.42694,Private room,69,30,28,2021-08-31,0.36,1,261,2,
997978,Beautiful guest house in Topanga,5484317,Paul,Unincorporated Areas,Topanga,34.10367,-118.62536,Entire home/apt,150,2,216,2021-10-03,2.54,1,312,32,
1003048,Bright/Airy Pasadena Bungalow 1b/1b,219283,Katy,Other Cities,Pasadena,34.1598,-118.14271,Entire home/apt,110,30,25,2021-07-31,0.29,8,300,2,
1006850,E-Z to UCLA-USC Best Area-price in L.A.,3211667,Alayha,City of Los Angeles,Palms,34.02761,-118.40958,Private room,44,30,49,2018-09-03,0.58,2,342,0,
1008814,Gorgeous Central Large Room in Home,841127,Ryan,Other Cities,West Hollywood,34.09281,-118.37074,Private room,64,31,40,2020-12-02,0.38,2,292,1,
1011146,Amazing Hollywood Hills home with pool,5552765,Katrina & Jason,Other Cities,Beverly Hills,34.11084,-118.39099,Entire home/apt,800,5,6,2021-08-13,0.21,1,0,3,HSR21-000900
1012454,Enjoy Hollywood from House in Hollywood Hills,5570262,Alicia,City of Los Angeles,Hollywood Hills,34.10763,-118.33884,Entire home/apt,299,30,87,2021-02-20,2.10,1,268,2,
1013865,Venice Architectural Dream Suite,2665108,Angela,City of Los Angeles,Venice,33.99556,-118.45307,Private room,119,30,177,2021-08-31,2.21,4,145,30,HSR19-002622
1014088,Sunny  One Bedroom Mother-In-Law unit,3865105,Michelle,City of Los Angeles,Fairfax,34.08282,-118.35294,Entire home/apt,125,10,50,2021-06-11,1.44,2,0,5,HSR20-002722
1018606,Charming Mountain Guest House,5607172,Andrea & Peter,Unincorporated Areas,Topanga,34.0978,-118.60159,Entire home/apt,126,14,129,2021-10-23,2.49,1,90,25,
1019417,BEAUTIFUL HOLLYWOOD HILLS HOME,5580795,Charlie,City of Los Angeles,Hollywood Hills,34.11611,-118.32357,Entire home/apt,200,31,2,2013-10-16,0.02,1,266,0,
1021820,"❤️ ART, SPACE & BEST VENICE LOCATION",1458653,Lauren,City of Los Angeles,Venice,33.98835,-118.47015,Entire home/apt,300,30,152,2019-11-05,2.01,15,85,0,
1023702,Culver City/LA Work from home Paradise!,5635354,Chelsea,Other Cities,Culver City,34.01435,-118.39237,Entire home/apt,595,3,66,2021-09-26,0.87,1,305,5,
1024339,Walk Everywhere! Cozy private bedroom/bath + pool!,5639220,Fatima,City of Los Angeles,Los Feliz,34.11002,-118.28962,Private room,70,30,14,2021-08-01,0.18,1,0,1,
1025111,West Palmdale Pool home with gym & Farm Animals,2220269,Dorothy,Other Cities,Palmdale,34.57221,-118.13674,Entire home/apt,65,5,26,2021-08-25,0.32,12,357,9,
1025161,Private Room in Elegant French Gothic Home,5644575,Rebecca,City of Los Angeles,Mid-Wilshire,34.06124,-118.34656,Private room,89,1,702,2021-10-17,7.75,1,273,55,HSR19-002492
1027368,1920's Beach House/South Redondo Beach Ca.,5654569,Debra,Other Cities,Redondo Beach,33.81992,-118.38468,Entire home/apt,428,2,123,2021-10-16,2.22,1,141,31,
1029410,Shabby Chic Majestic,78804,Sophie,City of Los Angeles,Echo Park,34.08207,-118.25584,Entire home/apt,150,30,127,2020-08-13,1.64,6,0,0,HSR19-005643
1034730,Private room best part of Los Angeles,5695437,Caroline,City of Los Angeles,Los Feliz,34.11138,-118.27845,Private room,56,30,10,2019-11-03,0.16,2,0,0,
1036039,Great location Santa Monica Apt 3,5703033,Saman,Other Cities,Santa Monica,34.02748,-118.49319,Entire home/apt,95,30,3,2019-08-17,0.08,3,155,0,
1036792,Charming Private Guest House w/Shared Pool,5704561,Louis And Ludovic,City of Los Angeles,Mid-Wilshire,34.05591,-118.32507,Entire home/apt,120,4,240,2021-10-14,2.65,1,296,17,HSR19-003174
1037283,1920's Cottage - Steps to Cal Tech,637363,Bruno,Other Cities,Pasadena,34.13711,-118.12978,Entire home/apt,201,2,73,2021-08-23,0.78,2,248,13,
1039000,Cozy Private room in West Hollywood,841127,Ryan,Other Cities,West Hollywood,34.09475,-118.37055,Private room,57,31,57,2021-09-21,1.00,2,267,5,
1040399,Cozy Pool House in Los Angeles.,1136148,Clara,City of Los Angeles,Los Feliz,34.09771,-118.28621,Entire home/apt,147,4,240,2021-10-30,2.73,1,203,34,HSR19-001514
1041616,Cozy & Quiet 2/2 in Beverly Hills,3187019,Johnny & Ginny,City of Los Angeles,Beverly Grove,34.07428,-118.38686,Entire home/apt,119,30,1,2013-10-04,0.01,2,364,0,
1042878,Studio/Guest House,5741839,Sima,City of Los Angeles,Mar Vista,34.00868,-118.45281,Entire home/apt,175,3,77,2021-10-25,1.50,1,328,4,HSR21-002392
1043146,Short stays OK. BH/Weho Sunset Hills Contemporary,5743628,Peter,City of Los Angeles,Hollywood Hills West,34.09757,-118.3738,Entire home/apt,1229,30,12,2020-01-02,0.14,1,365,0,HSR20-002405
1045052,Lovely Guest House - West Hollywood,5752624,Sarah,City of Los Angeles,Beverly Grove,34.08224,-118.36561,Entire home/apt,119,30,115,2020-04-30,1.52,1,48,0,
1045863,Be A West Los Angeles Local,1416717,Cynthia,City of Los Angeles,Sawtelle,34.04233,-118.46441,Entire home/apt,189,31,7,2021-09-01,1.60,1,80,3,
1046156,Topanga Gem/ Mountains above Malibu,5759202,Gina,Unincorporated Areas,Topanga,34.09916,-118.59297,Entire home/apt,200,6,5,2017-06-24,0.06,1,146,0,
1053404,Bedroom with antique brass bed,5799839,Barbara,City of Los Angeles,Mid-Wilshire,34.05862,-118.32505,Private room,115,30,0,,,1,0,0,
1054981,Enjoy my Venice Loft (w/ private home gym),2451422,Stephen,City of Los Angeles,Venice,33.99284,-118.46732,Entire home/apt,429,7,63,2021-10-01,0.72,1,135,10,HSR19-001030
1055976,Gorgeous Santa Monica 4,5703033,Saman,Other Cities,Santa Monica,34.02778,-118.49294,Entire home/apt,97,30,17,2021-08-01,0.23,3,250,3,
1056045,Sunny Santa Monica Apt 7,5703033,Saman,Other Cities,Santa Monica,34.02924,-118.49325,Entire home/apt,100,30,14,2021-07-05,0.29,3,337,3,
1056644,“The Blue Room” (Private Bd. & Bathroom),190861,Mikey,City of Los Angeles,Valley Village,34.16759,-118.38738,Private room,79,2,46,2021-09-26,0.46,2,121,4,HSR21-000564
1056743,Echo Park Studio with Great View,1512660,Lynn,City of Los Angeles,Echo Park,34.08066,-118.25865,Entire home/apt,87,31,275,2021-10-08,4.39,1,274,6,
1056955,"Sunny, mid-century Altadena retreat",5821924,Becca,Unincorporated Areas,Altadena,34.19589,-118.11941,Entire home/apt,100,10,0,,,1,0,0,
1058616,Manhattan Beach Magical Spanish Cottage2blks2beach,3103615,Annette,Other Cities,Manhattan Beach,33.89661,-118.41484,Entire home/apt,325,30,9,2019-01-01,0.09,1,364,0,
1059943,Cosy Pet and Kid Friendly House in Manhattan Beach,5836623,David,Other Cities,Manhattan Beach,33.90122,-118.40155,Entire home/apt,350,30,3,2021-04-20,0.05,1,23,1,
1063182,Luxury beautiful modern clean home,5852143,Dewi,Other Cities,San Dimas,34.1185,-117.80062,Private room,48,5,28,2021-09-11,0.46,1,363,2,
1069246,REDUCED! LUXURY DESIGNER ART MODERN ON THE BEACH!,10156476,Robert,Other Cities,Santa Monica,33.99728,-118.48254,Entire home/apt,325,31,1,2013-12-30,0.01,8,246,0,228642
1076860,Casita Reservoir located in Silverlake/Echo Park,5925741,Tnah And Mario,City of Los Angeles,Echo Park,34.0822,-118.26808,Entire home/apt,165,30,16,2019-09-29,0.28,2,217,0,
1079335,One Bedroom + Large Private Patio,5936585,Farhad,Other Cities,West Hollywood,34.09688,-118.36523,Entire home/apt,133,31,1,2017-09-19,0.02,10,225,0,
1079544,Melrose Place. Luxurious and Unique European Home,484811,Li,City of Los Angeles,Beverly Grove,34.08324,-118.37362,Entire home/apt,364,180,16,2018-07-22,0.16,1,365,0,
1083648,BEST LA LOC Hollywood Studio Apt,5958166,Angie,City of Los Angeles,Hollywood Hills,34.10664,-118.34135,Entire home/apt,83,31,61,2020-02-23,1.19,6,357,0,
1083801,Best LA/Hollywood Location 3/2,5958166,Angie,City of Los Angeles,Hollywood Hills,34.10581,-118.33976,Entire home/apt,280,31,16,2021-08-23,0.25,6,216,1,
1083874,Shared room in Los Angeles,5959544,Robert,City of Los Angeles,Baldwin Hills/Crenshaw,34.01638,-118.35122,Shared room,100,30,0,,,1,0,0,
1084610,6E-Comfy Room long stay Months2More share bathroom,3097566,2Best,Other Cities,San Gabriel,34.08045,-118.10242,Private room,60,30,58,2021-08-03,0.67,52,365,5,
1086784,OCEAN VIEW TOWNHOUSE ONE BEDROOM 31 DAYS OR LONGER,4897694,Sandra,Other Cities,Malibu,34.0248,-118.78853,Private room,200,31,0,,,1,263,0,
1089331,Marina del Rey Beach Jr 1 Bdrm 0,2765569,Steven & Judy,City of Los Angeles,Venice,33.97757,-118.46175,Entire home/apt,96,31,14,2021-09-30,0.42,14,142,3,
1090564,"Bright, Cozy Los Feliz Gem!",5992151,Laura,City of Los Angeles,Los Feliz,34.10012,-118.27413,Entire home/apt,95,30,191,2021-08-06,2.16,1,98,4,
1090649,Great Modern Venice Beach House,662129,Verena,City of Los Angeles,Venice,33.99706,-118.44991,Entire home/apt,290,30,7,2015-07-12,0.08,2,365,0,HSR19-002695
1092952,Los Angeles Hillside Guesthouse,6005593,Sue And Gideon,City of Los Angeles,Echo Park,34.08678,-118.24957,Entire home/apt,110,2,400,2021-05-31,4.49,1,299,23,HSR19-000014
1095376,Sweet Sanctuary in Silver Lake,5686577,Jamie,City of Los Angeles,Echo Park,34.07734,-118.27001,Entire home/apt,78,30,86,2021-09-05,1.21,1,275,2,
1097756,"Modern Gorgeous ""treehouse"" Tree View Hill Home",5063938,Sheena,City of Los Angeles,Woodland Hills,34.14807,-118.59683,Entire home/apt,338,4,67,2021-08-10,0.66,2,299,8,HSR19-002458
1099774,Nice family home - 3 mi from beach,5236498,Laura,Other Cities,Redondo Beach,33.88605,-118.37063,Entire home/apt,215,12,24,2019-07-27,0.37,1,0,0,
1101477,"Secret Patio Garden, Harp Music & Breakfast!",1810141,Carolyn,Other Cities,Pasadena,34.16141,-118.10509,Private room,103,2,34,2021-07-24,0.76,3,306,3,SRH-2018-00018
1104042,"West Hollywood, California",5911810,Lauretta,City of Los Angeles,Hollywood,34.08541,-118.34383,Entire home/apt,250,30,0,,,1,0,0,
1104298,Cute Bungalow in Echo Park,43067,Anne Guro,City of Los Angeles,Echo Park,34.08252,-118.26089,Entire home/apt,82,30,14,2015-08-27,0.16,1,287,0,
1107547,Luxurious 2 Bed+2.5 baths in Americana 30 days +,6080888,Ryan,Other Cities,Glendale,34.14937,-118.2475,Entire home/apt,195,30,45,2021-06-09,0.59,3,0,4,
1107730,Silver Lake Style Dreamin!,6082052,Shauna,City of Los Angeles,Silver Lake,34.08387,-118.27427,Private room,89,30,20,2019-05-31,0.20,1,295,0,
1109439,Bright Updated Venice Beach House,329040,Leigh And Stefanie,City of Los Angeles,Venice,33.99635,-118.46916,Entire home/apt,221,2,389,2021-10-31,3.90,2,40,38,HSR19-004908
1109916,Silver Lake Architectural Studio,6092394,Tim,City of Los Angeles,Echo Park,34.09132,-118.25182,Entire home/apt,60,30,203,2021-10-04,3.74,3,35,25,HSR19-003222
1110856,"Private room/bath, walk to beach!",6097855,Ryan,Other Cities,Santa Monica,34.00774,-118.48142,Private room,79,31,29,2021-08-23,0.29,1,303,2,
1112358,Gorgeous private room/Santa Monica/UCLA/Brentwood,4780152,Moon,Other Cities,Santa Monica,34.04225,-118.47908,Private room,55,30,4,2017-04-09,0.12,12,365,0,
1112589,private guest suite in the heart of Venice BCH.,6015007,Tony,City of Los Angeles,Venice,33.99639,-118.47193,Entire home/apt,68,30,615,2021-08-23,7.17,1,286,3,
1112690,"Private master bedroom private bath, West LA, UCLA",402155066,Mak,City of Los Angeles,Brentwood,34.04392,-118.47059,Private room,61,30,3,2016-08-26,0.03,6,307,0,
1115276,Rustic style Lodge in Silverlake/LA,6121136,Gisele,City of Los Angeles,Silver Lake,34.09417,-118.27251,Entire home/apt,119,30,112,2021-10-03,1.47,5,318,3,Exempt - This listing is a transient occupancy residential structure
1118155,2 Bedroom minutes to Venice Beach *,58049824,Michael,City of Los Angeles,Mar Vista,33.99938,-118.42351,Entire home/apt,145,30,160,2021-10-31,1.82,4,151,3,
1121391,"Cottage in Sunland, California",6152527,Catalina,City of Los Angeles,Sunland,34.26401,-118.3161,Private room,100,30,0,,,1,0,0,
1125114,Tranquility in the hills of Bel Air,2502339,Monica,City of Los Angeles,Bel-Air,34.08812,-118.45882,Entire home/apt,958,30,0,,,1,173,0,
1125117,Arts District Room 208 (with A/C),156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,49,2,26,2021-09-14,0.54,15,361,4,
1125142,Arts District Private Room 219,156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,44,2,35,2021-09-01,0.84,15,355,4,
